1260,supd,fiber tracts,7
1261,supv,fiber tracts,7
1265,svp,fiber tracts,7
1266,tb,fiber tracts,7
1267,tct,fiber tracts,7
1283,tn,fiber tracts,7
1284,tp,fiber tracts,7
1291,ts,fiber tracts,7
1292,tsp,fiber tracts,7
1293,tspc,fiber tracts,7
1294,tspd,fiber tracts,7
1301,ttp,fiber tracts,7
1307,uf,fiber tracts,7
1316,vc,fiber tracts,7
1320,vhc,fiber tracts,7
1323,VIIIn,fiber tracts,7
1324,VIIn,fiber tracts,7
1325,VIn,fiber tracts,7
1381,vlt,fiber tracts,7
1392,Vn,fiber tracts,7
1394,von,fiber tracts,7
1402,vrt,fiber tracts,7
1404,vsp,fiber tracts,7
1406,vtd,fiber tracts,7
1408,vVIIIn,fiber tracts,7
1412,XIIn,fiber tracts,7
1413,XIn,fiber tracts,7
1414,Xn,fiber tracts,7
ID,ARA ROI,Global area,Global area ID
21,ACVI,Hindbrain,6
22,ACVII,Hindbrain,6
58,AMB,Hindbrain,6
59,AMB_d,Hindbrain,6
60,AMB_v,Hindbrain,6
61,AMBd,Hindbrain,6
62,AMBv,Hindbrain,6
95,AP,Hindbrain,6
137,B,Hindbrain,6
278,CN,Hindbrain,6
279,CNlam,Hindbrain,6
280,CNspg,Hindbrain,6
331,CS,Hindbrain,6
332,CS_l,Hindbrain,6
333,CS_m,Hindbrain,6
335,CSl,Hindbrain,6
336,CSm,Hindbrain,6
345,CU,Hindbrain,6
361,DCN,Hindbrain,6
362,DCO,Hindbrain,6
399,DMX,Hindbrain,6
413,DTN,Hindbrain,6
416,ECO,Hindbrain,6
424,ECU,Hindbrain,6
495,GR,Hindbrain,6
497,GRN,Hindbrain,6
509,HB,Hindbrain,6
528,ICB,Hindbrain,6
555,INV,Hindbrain,6
556,IO,Hindbrain,6
562,IRN,Hindbrain,6
565,ISN,Hindbrain,6
575,KF,Hindbrain,6
579,LAV,Hindbrain,6
580,LC,Hindbrain,6
582,LDT,Hindbrain,6
593,LIN,Hindbrain,6
603,LRN,Hindbrain,6
604,LRN_m,Hindbrain,6
605,LRN_p,Hindbrain,6
606,LRNm,Hindbrain,6
607,LRNp,Hindbrain,6
617,LTN,Hindbrain,6
620,MARN,Hindbrain,6
635,MDRN,Hindbrain,6
636,MDRN_d,Hindbrain,6
637,MDRN_v,Hindbrain,6
638,MDRNd,Hindbrain,6
639,MDRNv,Hindbrain,6
740,MV,Hindbrain,6
741,MY,Hindbrain,6
742,MY-mot,Hindbrain,6
743,MY-sat,Hindbrain,6
744,MY-sen,Hindbrain,6
750,NI,Hindbrain,6
751,NIS,Hindbrain,6
752,NLL,Hindbrain,6
753,NLL_d,Hindbrain,6
