ARA Level,Atlas Name,Atlas Version,Case Name,Channel Number,Connection Lens Version,Injection Site,Overlap Format,Project Name,Secondary Injection Site,Seconday Injection Site,Slide Number,Threshold Adjusted,Tracer,(HEMISPHERE:R:G:B),ATLAS ONLY,OVERLAP,REGION
024,ARA,1,SW181217-01A,2,2.5.4,MOp_2/3,Region,SW181217-01A,None,None,1_09,False,AAV8-hSyn-FLEX-TVA-P2A-GFP-2A-oG,(l:31:156:88),346024,0,MOs_5
024,ARA,1,SW181217-01A,2,2.5.4,MOp_2/3,Region,SW181217-01A,None,None,1_09,False,AAV8-hSyn-FLEX-TVA-P2A-GFP-2A-oG,(l:31:156:89),1045006,0,MOs_2/3
024,ARA,1,SW181217-01A,2,2.5.4,MOp_2/3,Region,SW181217-01A,None,None,1_09,False,AAV8-hSyn-FLEX-TVA-P2A-GFP-2A-oG,(l:31:156:90),1587476,0,MOs_1
024,ARA,1,SW181217-01A,2,2.5.4,MOp_2/3,Region,SW181217-01A,None,None,1_09,False,AAV8-hSyn-FLEX-TVA-P2A-GFP-2A-oG,(l:36:136:92),45357,0,ORBm_5
024,ARA,1,SW181217-01A,2,2.5.4,MOp_2/3,Region,SW181217-01A,None,None,1_09,False,AAV8-hSyn-FLEX-TVA-P2A-GFP-2A-oG,(l:36:136:93),186091,0,ORBm_2/3
024,ARA,1,SW181217-01A,2,2.5.4,MOp_2/3,Region,SW181217-01A,None,None,1_09,False,AAV8-hSyn-FLEX-TVA-P2A-GFP-2A-oG,(l:36:136:96),207773,0,ORBm_1
024,ARA,1,SW181217-01A,2,2.5.4,MOp_2/3,Region,SW181217-01A,None,None,1_09,False,AAV8-hSyn-FLEX-TVA-P2A-GFP-2A-oG,(l:36:137:92),28508,0,ORBvl_5
024,ARA,1,SW181217-01A,2,2.5.4,MOp_2/3,Region,SW181217-01A,None,None,1_09,False,AAV8-hSyn-FLEX-TVA-P2A-GFP-2A-oG,(l:36:137:93),180463,0,ORBvl_2/3
024,ARA,1,SW181217-01A,2,2.5.4,MOp_2/3,Region,SW181217-01A,None,None,1_09,False,AAV8-hSyn-FLEX-TVA-P2A-GFP-2A-oG,(l:36:137:94),431416,0,ORBvl_1
024,ARA,1,SW181217-01A,2,2.5.4,MOp_2/3,Region,SW181217-01A,None,None,1_09,False,AAV8-hSyn-FLEX-TVA-P2A-GFP-2A-oG,(l:36:138:92),62569,0,ORBl_5
024,ARA,1,SW181217-01A,2,2.5.4,MOp_2/3,Region,SW181217-01A,None,None,1_09,False,AAV8-hSyn-FLEX-TVA-P2A-GFP-2A-oG,(l:36:138:93),122926,0,ORBl_2/3
024,ARA,1,SW181217-01A,2,2.5.4,MOp_2/3,Region,SW181217-01A,None,None,1_09,False,AAV8-hSyn-FLEX-TVA-P2A-GFP-2A-oG,(l:36:138:94),279359,1,ORBl_1
024,ARA,1,SW181217-01A,2,2.5.4,MOp_2/3,Region,SW181217-01A,None,None,1_09,False,AAV8-hSyn-FLEX-TVA-P2A-GFP-2A-oG,(l:47:168:77),38450,0,PL_5
024,ARA,1,SW181217-01A,2,2.5.4,MOp_2/3,Region,SW181217-01A,None,None,1_09,False,AAV8-hSyn-FLEX-TVA-P2A-GFP-2A-oG,(l:47:168:79),114964,0,PL_2/3
024,ARA,1,SW181217-01A,2,2.5.4,MOp_2/3,Region,SW181217-01A,None,None,1_09,False,AAV8-hSyn-FLEX-TVA-P2A-GFP-2A-oG,(l:47:168:81),181718,0,PL_1
024,ARA,1,SW181217-01A,2,2.5.4,MOp_2/3,Region,SW181217-01A,None,None,1_09,False,AAV8-hSyn-FLEX-TVA-P2A-GFP-2A-oG,(l:84:191:143),12103,0,AON
024,ARA,1,SW181217-01A,2,2.5.4,MOp_2/3,Region,SW181217-01A,None,None,1_09,False,AAV8-hSyn-FLEX-TVA-P2A-GFP-2A-oG,(l:84:191:144),243823,0,AON_e
024,ARA,1,SW181217-01A,2,2.5.4,MOp_2/3,Region,SW181217-01A,None,None,1_09,False,AAV8-hSyn-FLEX-TVA-P2A-GFP-2A-oG,(l:84:191:145),217137,0,AON_l
024,ARA,1,SW181217-01A,2,2.5.4,MOp_2/3,Region,SW181217-01A,None,None,1_09,False,AAV8-hSyn-FLEX-TVA-P2A-GFP-2A-oG,(l:84:191:146),283021,0,AON_d
024,ARA,1,SW181217-01A,2,2.5.4,MOp_2/3,Region,SW181217-01A,None,None,1_09,False,AAV8-hSyn-FLEX-TVA-P2A-GFP-2A-oG,(l:84:191:147),149085,0,AON_pv
024,ARA,1,SW181217-01A,2,2.5.4,MOp_2/3,Region,SW181217-01A,None,None,1_09,False,AAV8-hSyn-FLEX-TVA-P2A-GFP-2A-oG,(l:84:191:148),186103,0,AON_m
